,accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall,learning_rate
0,0.9029475450515747,0.9651839733123779,0.2524494230747223,0.9706601500511169,0.8964515924453735,0.9223393797874451,0.9893909692764282,0.19634154438972473,0.9901130199432373,0.9045161008834839,0.0010000000474974513
1,0.9360172748565674,0.9822253584861755,0.1710975468158722,0.9816389083862305,0.931290328502655,0.9117929339408875,0.9860206842422485,0.21224910020828247,0.9942113161087036,0.8864516019821167,0.0010000000474974513
2,0.9405703544616699,0.9847978353500366,0.15502484142780304,0.9804581999778748,0.9387096762657166,0.8763183355331421,0.99229896068573,0.2936025559902191,0.9984567761421204,0.8348386883735657,0.0010000000474974513
3,0.9379343390464783,0.9856740832328796,0.15709175169467926,0.9803855419158936,0.935161292552948,0.9031639695167542,0.9926456212997437,0.2298344075679779,0.9985207319259644,0.8709677457809448,0.0010000000474974513
4,0.9508746862411499,0.9902302026748657,0.12265831977128983,0.9865546226501465,0.9467741847038269,0.8811121582984924,0.9933774471282959,0.2911141812801361,0.9984685778617859,0.841290295124054,0.0005000000237487257
5,0.949676513671875,0.9894517064094543,0.118955098092556,0.9865319728851318,0.9451612830162048,0.9242569804191589,0.9935146570205688,0.17843541502952576,0.995726466178894,0.9019354581832886,0.0005000000237487257
6,0.9547088146209717,0.9912458658218384,0.11119724065065384,0.9863013625144958,0.9522580504417419,0.8772770762443542,0.9916465878486633,0.27581748366355896,0.9938931465148926,0.8399999737739563,0.0005000000237487257
7,0.9537503123283386,0.9918009638786316,0.11168521642684937,0.985308825969696,0.9519354701042175,0.8667305707931519,0.9914708733558655,0.33394551277160645,0.996874988079071,0.8232257962226868,0.0005000000237487257
8,0.9506350159645081,0.9903707504272461,0.11835717409849167,0.9868775010108948,0.9461290240287781,0.9405561089515686,0.9934882521629333,0.14478342235088348,0.994452178478241,0.9251613020896912,0.0005000000237487257
9,0.960939347743988,0.9911524653434753,0.10909359902143478,0.9909729361534119,0.9561290144920349,0.9117929339408875,0.9938180446624756,0.21025989949703217,0.9956458806991577,0.885161280632019,0.0005000000237487257
10,0.9293074607849121,0.9786831140518188,0.1867813616991043,0.9746192693710327,0.9290322661399841,0.895493745803833,0.9915118217468262,0.24826623499393463,0.9955357313156128,0.8632258176803589,9.999999747378752e-06
11,0.9374550580978394,0.9845998287200928,0.15574920177459717,0.9849675297737122,0.9300000071525574,0.898370087146759,0.9899711608886719,0.2442467361688614,0.995555579662323,0.8670967817306519,9.999999747378752e-06
12,0.9321830868721008,0.9843044877052307,0.15777932107448578,0.9831904172897339,0.9245161414146423,0.8945350050926208,0.9898459315299988,0.2512545883655548,0.9940564632415771,0.8632258176803589,9.999999747378752e-06
13,0.9424874186515808,0.9857178330421448,0.14708149433135986,0.9873892068862915,0.9345161318778992,0.898370087146759,0.9900505542755127,0.2436426281929016,0.995555579662323,0.8670967817306519,9.999999747378752e-06
14,0.9429666996002197,0.9863477349281311,0.14695322513580322,0.9854138493537903,0.9370967745780945,0.895493745803833,0.9906187057495117,0.2441006749868393,0.9955357313156128,0.8632258176803589,9.999999747378752e-06
15,0.9444044828414917,0.989168107509613,0.12480690330266953,0.9874235391616821,0.9370967745780945,0.8916586637496948,0.9915936589241028,0.26115110516548157,0.9969969987869263,0.8567742109298706,9.999999747378752e-06
16,0.9436855912208557,0.9890800714492798,0.12960663437843323,0.9857578873634338,0.9377419352531433,0.9079577922821045,0.9919933676719666,0.23324273526668549,0.9970717430114746,0.8787096738815308,9.999999747378752e-06
17,0.951833188533783,0.9902541637420654,0.11378368735313416,0.9925246238708496,0.9422580599784851,0.9127516746520996,0.992438554763794,0.20918932557106018,0.9956521987915039,0.8864516019821167,9.999999747378752e-06
18,0.9530314207077026,0.9914255738258362,0.11242249608039856,0.9888888597488403,0.9474193453788757,0.9137104749679565,0.9923230409622192,0.20506125688552856,0.9956584572792053,0.8877419233322144,9.999999747378752e-06
19,0.951114296913147,0.9911503791809082,0.11397358775138855,0.98525470495224,0.948387086391449,0.9117929339408875,0.9925012588500977,0.21594931185245514,0.9956458806991577,0.885161280632019,9.999999747378752e-06
20,0.9463216066360474,0.9893312454223633,0.12691277265548706,0.986797571182251,0.9403225779533386,0.9194630980491638,0.9935171008110046,0.19392845034599304,0.9956958293914795,0.8954838514328003,9.999999747378752e-06
21,0.9590222835540771,0.9932559728622437,0.09398398548364639,0.9922689199447632,0.9522580504417419,0.9194630980491638,0.9935410618782043,0.20185169577598572,0.9971222877502441,0.8941935300827026,9.999999747378752e-06
